orderid,orderdate,region,salesperson,category,product,units,unitprice,revenue,customertype,month,revenue_category
ORD01760,2024-01-29,West,Divya,Grocery,Sugar,35,703.36,24617.6,Wholesale,1,Low Revenue
ORD01761,2024-01-28,North,Meena,Grocery,Sugar,21,901.18,18924.78,Wholesale,1,Low Revenue
ORD01762,2025-03-26,West,Rahul,Electronics,Tablet,37,548.67,20300.79,Retail,3,Low Revenue
ORD01763,2024-03-01,South,Amit,Furniture,Cabinet,39,1664.23,64904.97,Retail,3,High Revenue
ORD01764,2024-07-26,West,Amit,Electronics,Monitor,39,554.24,21615.36,Retail,7,Low Revenue
ORD01765,2025-03-11,North,Arjun,Furniture,Chair,18,1272.32,22901.76,Wholesale,3,Low Revenue
ORD01766,2024-11-20,West,Karthik,Electronics,Monitor,44,607.08,26711.52,Retail,11,Low Revenue
ORD01767,2024-02-02,East,Arjun,Furniture,Chair,28,368.72,10324.16,Wholesale,2,Low Revenue
ORD01768,2024-06-19,East,Amit,Furniture,Chair,26,133.43,3469.18,Retail,6,Low Revenue
ORD01769,2025-01-20,South,Sneha,Electronics,Monitor,25,197.68,4942.0,Retail,1,Low Revenue
ORD01770,2024-02-19,East,Arjun,Clothing,Jacket,41,980.85,40214.85,Retail,2,Medium Revenue
ORD01771,2025-05-29,East,Amit,Grocery,Milk,7,1633.63,11435.41,Retail,5,Low Revenue
ORD01772,2024-07-17,East,Karthik,Grocery,Rice,22,1227.92,27014.24,Retail,7,Low Revenue
ORD01773,2025-08-19,West,Arjun,Grocery,Oil,7,1617.23,11320.61,Retail,8,Low Revenue
ORD01774,2025-12-22,North,Meena,Furniture,Desk,9,548.44,4935.96,Retail,12,Low Revenue
ORD01775,2025-12-07,West,Arjun,Grocery,Rice,33,882.17,29111.61,Retail,12,Low Revenue
ORD01776,2024-02-17,East,Rahul,Electronics,Tablet,5,1177.14,5885.7,Wholesale,2,Low Revenue
ORD01777,2024-08-15,South,Sneha,Grocery,Rice,11,711.42,7825.62,Wholesale,8,Low Revenue
ORD01778,2024-04-28,West,Amit,Grocery,Sugar,43,74.23,3191.89,Wholesale,4,Low Revenue
ORD01779,2024-08-16,East,Priya,Electronics,Tablet,38,752.34,28588.92,Wholesale,8,Low Revenue
ORD01780,2025-07-29,North,Arjun,Grocery,Rice,46,1279.81,58871.26,Wholesale,7,High Revenue
ORD01781,2025-10-26,West,Priya,Grocery,Milk,9,226.05,2034.45,Retail,10,Low Revenue
ORD01782,2025-05-22,South,Amit,Electronics,Tablet,42,975.21,40958.82,Wholesale,5,Medium Revenue
ORD01783,2025-11-16,East,Amit,Grocery,Milk,16,625.46,10007.36,Wholesale,11,Low Revenue
ORD01784,2025-03-31,South,Divya,Clothing,Jeans,21,487.81,10244.01,Wholesale,3,Low Revenue
ORD01785,2025-11-09,North,Sneha,Electronics,Laptop,35,920.62,32221.7,Retail,11,Medium Revenue
ORD01786,2024-08-28,East,Karthik,Clothing,Jeans,9,1076.19,9685.71,Retail,8,Low Revenue
ORD01787,2025-08-17,North,Karthik,Clothing,Shoes,46,1237.36,56918.56,Retail,8,High Revenue
ORD01788,2025-11-02,South,Karthik,Furniture,Table,40,343.29,13731.6,Wholesale,11,Low Revenue
ORD01789,2025-12-27,East,Priya,Electronics,Laptop,17,1212.87,20618.79,Retail,12,Low Revenue
ORD01790,2025-05-18,South,Amit,Clothing,Shoes,27,1395.31,37673.37,Retail,5,Medium Revenue
ORD01791,2024-01-22,South,Amit,Grocery,Milk,19,494.17,9389.23,Wholesale,1,Low Revenue
ORD01792,2025-04-10,East,Divya,Grocery,Rice,9,1899.0,17091.0,Retail,4,Low Revenue
ORD01793,2024-07-29,East,Arjun,Furniture,Chair,40,958.9,38356.0,Wholesale,7,Medium Revenue
ORD01794,2024-05-14,West,Arjun,Clothing,Shirt,16,631.57,10105.12,Wholesale,5,Low Revenue
ORD01795,2025-01-20,North,Sneha,Electronics,Tablet,16,390.83,6253.28,Retail,1,Low Revenue
ORD01796,2024-03-28,East,Priya,Clothing,Jacket,48,1504.3,72206.4,Retail,3,High Revenue
ORD01797,2024-11-11,West,Priya,Furniture,Chair,44,131.67,5793.48,Retail,11,Low Revenue
ORD01798,2024-06-18,North,Meena,Furniture,Desk,29,1479.89,42916.81,Wholesale,6,Medium Revenue
ORD01799,2024-01-28,North,Arjun,Clothing,Jeans,27,326.9,8826.3,Wholesale,1,Low Revenue
ORD01800,2024-02-25,North,Karthik,Furniture,Chair,5,1917.74,9588.7,Retail,2,Low Revenue
ORD01801,2025-08-10,West,Sneha,Grocery,Sugar,45,1388.61,62487.45,Wholesale,8,High Revenue
ORD01802,2024-07-10,South,Sneha,Furniture,Cabinet,47,958.95,45070.65,Retail,7,Medium Revenue
ORD01803,2025-08-28,North,Priya,Furniture,Table,16,1210.88,19374.08,Retail,8,Low Revenue
ORD01804,2024-03-31,North,Amit,Furniture,Desk,33,1893.4,62482.2,Retail,3,High Revenue
ORD01805,2024-06-08,East,Divya,Electronics,Tablet,26,537.72,13980.72,Retail,6,Low Revenue
ORD01806,2024-09-28,East,Meena,Clothing,Jacket,21,1383.91,29062.11,Retail,9,Low Revenue
ORD01807,2025-05-24,South,Amit,Furniture,Desk,35,571.27,19994.45,Retail,5,Low Revenue
ORD01808,2024-06-19,East,Priya,Furniture,Cabinet,27,147.78,3990.06,Retail,6,Low Revenue
ORD01809,2024-06-07,South,Amit,Grocery,Milk,28,1103.89,30908.92,Retail,6,Medium Revenue
ORD01810,2024-09-29,East,Rahul,Furniture,Table,40,1331.88,53275.2,Wholesale,9,High Revenue
ORD01811,2024-12-09,South,Priya,Clothing,Jeans,41,1650.1,67654.1,Retail,12,High Revenue
ORD01812,2024-08-29,West,Rahul,Clothing,Jacket,36,212.81,7661.16,Retail,8,Low Revenue
ORD01813,2025-08-16,North,Meena,Furniture,Table,45,566.34,25485.3,Wholesale,8,Low Revenue
ORD01814,2025-09-19,West,Divya,Grocery,Rice,22,1299.39,28586.58,Wholesale,9,Low Revenue
ORD01815,2024-06-02,West,Rahul,Electronics,Monitor,3,997.0,2991.0,Retail,6,Low Revenue
ORD01816,2024-07-10,South,Sneha,Grocery,Rice,13,905.38,11769.94,Retail,7,Low Revenue
ORD01817,2024-12-31,West,Amit,Grocery,Oil,47,704.79,33125.13,Retail,12,Medium Revenue
ORD01818,2024-11-06,West,Meena,Grocery,Sugar,7,950.43,6653.01,Wholesale,11,Low Revenue
ORD01819,2025-12-15,West,Priya,Clothing,Jeans,7,245.31,1717.17,Wholesale,12,Low Revenue
ORD01820,2025-05-26,North,Rahul,Furniture,Desk,10,880.07,8800.7,Retail,5,Low Revenue
ORD01821,2025-08-06,West,Sneha,Grocery,Rice,44,1003.99,44175.56,Wholesale,8,Medium Revenue
ORD01822,2024-06-20,North,Karthik,Furniture,Cabinet,25,87.78,2194.5,Wholesale,6,Low Revenue
ORD01823,2024-09-27,South,Amit,Furniture,Table,12,1049.85,12598.2,Wholesale,9,Low Revenue
ORD01824,2025-04-14,North,Sneha,Clothing,Jeans,43,216.08,9291.44,Wholesale,4,Low Revenue
ORD01825,2024-10-29,South,Divya,Clothing,Shirt,4,843.16,3372.64,Retail,10,Low Revenue
ORD01826,2024-04-12,West,Rahul,Electronics,Monitor,36,482.65,17375.4,Retail,4,Low Revenue
ORD01827,2024-09-27,East,Meena,Furniture,Cabinet,47,1037.45,48760.15,Wholesale,9,Medium Revenue
ORD01828,2025-09-26,West,Arjun,Clothing,Jacket,25,241.5,6037.5,Retail,9,Low Revenue
ORD01829,2025-08-31,West,Divya,Electronics,Laptop,17,221.3,3762.1,Wholesale,8,Low Revenue
ORD01830,2025-03-13,West,Sneha,Grocery,Rice,26,207.79,5402.54,Retail,3,Low Revenue
ORD01831,2024-01-19,West,Rahul,Furniture,Cabinet,8,289.56,2316.48,Wholesale,1,Low Revenue
ORD01832,2025-09-23,North,Priya,Clothing,Jacket,10,110.16,1101.6,Wholesale,9,Low Revenue
ORD01833,2025-12-01,West,Meena,Grocery,Oil,21,565.78,11881.38,Wholesale,12,Low Revenue
ORD01834,2024-12-21,North,Rahul,Electronics,Monitor,22,1178.88,25935.36,Wholesale,12,Low Revenue
ORD01835,2024-05-15,West,Priya,Furniture,Chair,26,1794.57,46658.82,Retail,5,Medium Revenue
ORD01836,2024-01-25,West,Rahul,Clothing,Jeans,44,482.2,21216.8,Retail,1,Low Revenue
ORD01837,2024-06-07,East,Karthik,Electronics,Phone,26,1878.73,48846.98,Retail,6,Medium Revenue
ORD01838,2024-09-17,North,Amit,Clothing,Shoes,50,897.3,44865.0,Wholesale,9,Medium Revenue
ORD01839,2025-08-14,South,Karthik,Clothing,Shirt,38,53.79,2044.02,Wholesale,8,Low Revenue
ORD01840,2024-12-24,South,Arjun,Furniture,Cabinet,23,1679.41,38626.43,Wholesale,12,Medium Revenue
ORD01841,2025-09-10,South,Sneha,Electronics,Phone,24,927.11,22250.64,Retail,9,Low Revenue
ORD01842,2025-12-14,East,Rahul,Electronics,Phone,50,1685.87,84293.5,Wholesale,12,High Revenue
ORD01843,2025-05-20,South,Amit,Grocery,Oil,14,330.91,4632.74,Wholesale,5,Low Revenue
ORD01844,2025-01-04,West,Priya,Grocery,Rice,38,882.21,33523.98,Wholesale,1,Medium Revenue
ORD01845,2025-07-01,South,Amit,Grocery,Sugar,6,692.85,4157.1,Wholesale,7,Low Revenue
ORD01846,2024-12-06,West,Arjun,Furniture,Cabinet,5,1154.86,5774.3,Retail,12,Low Revenue
ORD01847,2024-04-06,West,Amit,Furniture,Cabinet,2,539.92,1079.84,Retail,4,Low Revenue
ORD01848,2024-04-10,East,Divya,Electronics,Laptop,19,260.36,4946.84,Retail,4,Low Revenue
ORD01849,2024-04-08,East,Divya,Grocery,Milk,43,309.5,13308.5,Retail,4,Low Revenue
ORD01850,2024-06-15,East,Meena,Clothing,Shoes,22,193.44,4255.68,Wholesale,6,Low Revenue
ORD01851,2025-08-17,West,Sneha,Clothing,Jacket,47,1354.32,63653.04,Retail,8,High Revenue
ORD01852,2025-03-30,East,Priya,Clothing,Shirt,26,1894.16,49248.16,Retail,3,Medium Revenue
ORD01853,2024-09-06,East,Meena,Clothing,Shirt,49,1004.61,49225.89,Retail,9,Medium Revenue
ORD01854,2025-09-10,East,Priya,Clothing,Shirt,10,1945.46,19454.6,Retail,9,Low Revenue
ORD01855,2025-07-24,North,Priya,Grocery,Rice,21,914.59,19206.39,Retail,7,Low Revenue
ORD01856,2024-01-28,West,Rahul,Electronics,Phone,39,105.94,4131.66,Retail,1,Low Revenue
ORD01857,2025-11-29,North,Arjun,Clothing,Shirt,1,1703.32,1703.32,Retail,11,Low Revenue
ORD01858,2025-11-03,West,Rahul,Furniture,Desk,16,913.41,14614.56,Retail,11,Low Revenue
ORD01859,2025-10-23,West,Karthik,Clothing,Shirt,23,136.14,3131.22,Wholesale,10,Low Revenue
ORD01860,2024-12-12,North,Amit,Grocery,Oil,33,1699.58,56086.14,Wholesale,12,High Revenue
ORD01861,2024-10-29,West,Priya,Grocery,Rice,34,1039.51,35343.34,Wholesale,10,Medium Revenue
ORD01862,2025-06-08,East,Arjun,Clothing,Jeans,25,1587.6,39690.0,Retail,6,Medium Revenue
ORD01863,2025-11-24,West,Rahul,Grocery,Milk,26,1167.56,30356.56,Retail,11,Medium Revenue
ORD01864,2025-12-09,East,Karthik,Electronics,Laptop,9,1914.67,17232.03,Wholesale,12,Low Revenue
ORD01865,2024-06-08,South,Priya,Grocery,Oil,12,1795.36,21544.32,Wholesale,6,Low Revenue
ORD01866,2025-03-31,East,Priya,Grocery,Sugar,17,1855.44,31542.48,Retail,3,Medium Revenue
ORD01867,2024-06-29,North,Divya,Furniture,Cabinet,6,838.73,5032.38,Wholesale,6,Low Revenue
ORD01868,2025-10-07,East,Rahul,Furniture,Table,2,518.12,1036.24,Retail,10,Low Revenue
ORD01869,2025-11-14,South,Arjun,Clothing,Jacket,35,1102.6,38591.0,Wholesale,11,Medium Revenue
ORD01870,2024-10-22,South,Divya,Grocery,Milk,12,414.92,4979.04,Wholesale,10,Low Revenue
ORD01871,2025-01-15,East,Priya,Grocery,Milk,43,654.71,28152.53,Wholesale,1,Low Revenue
ORD01872,2024-04-29,East,Divya,Furniture,Desk,11,1311.63,14427.93,Retail,4,Low Revenue
ORD01873,2025-09-30,East,Karthik,Electronics,Phone,12,754.41,9052.92,Wholesale,9,Low Revenue
ORD01874,2024-01-22,East,Amit,Grocery,Milk,18,641.11,11539.98,Retail,1,Low Revenue
ORD01875,2024-02-05,West,Sneha,Clothing,Shoes,48,1604.82,77031.36,Retail,2,High Revenue
ORD01876,2024-08-30,East,Amit,Furniture,Desk,21,513.55,10784.55,Wholesale,8,Low Revenue
ORD01877,2024-02-07,South,Divya,Grocery,Milk,30,1774.81,53244.3,Wholesale,2,High Revenue
ORD01878,2024-11-23,North,Meena,Clothing,Shoes,37,84.43,3123.91,Wholesale,11,Low Revenue
ORD01879,2025-09-16,South,Arjun,Clothing,Shirt,17,1799.31,30588.27,Retail,9,Medium Revenue
ORD01880,2024-01-08,South,Meena,Electronics,Laptop,29,1903.97,55215.13,Wholesale,1,High Revenue
ORD01881,2025-12-14,South,Sneha,Furniture,Table,3,214.63,643.89,Retail,12,Low Revenue
ORD01882,2024-11-24,North,Priya,Grocery,Rice,6,702.23,4213.38,Wholesale,11,Low Revenue
ORD01883,2025-07-14,North,Karthik,Grocery,Milk,23,117.06,2692.38,Retail,7,Low Revenue
ORD01884,2024-01-15,East,Arjun,Clothing,Shoes,23,54.23,1247.29,Wholesale,1,Low Revenue
ORD01885,2025-06-08,East,Sneha,Grocery,Oil,14,1085.31,15194.34,Wholesale,6,Low Revenue
ORD01886,2024-02-12,West,Divya,Grocery,Oil,47,1227.87,57709.89,Wholesale,2,High Revenue
ORD01887,2024-07-21,North,Sneha,Clothing,Shoes,41,1733.3,71065.3,Retail,7,High Revenue
ORD01888,2024-11-08,South,Priya,Clothing,Shirt,29,263.61,7644.69,Wholesale,11,Low Revenue
ORD01889,2025-01-22,East,Meena,Grocery,Sugar,6,1426.71,8560.26,Retail,1,Low Revenue
ORD01890,2024-11-02,South,Divya,Furniture,Cabinet,30,1011.98,30359.4,Wholesale,11,Medium Revenue
ORD01891,2024-03-09,West,Amit,Furniture,Cabinet,35,743.84,26034.4,Retail,3,Low Revenue
ORD01892,2025-10-28,West,Amit,Furniture,Cabinet,22,787.97,17335.34,Wholesale,10,Low Revenue
ORD01893,2025-01-15,South,Arjun,Grocery,Rice,5,514.62,2573.1,Wholesale,1,Low Revenue
ORD01894,2024-06-05,South,Karthik,Clothing,Jeans,4,1541.68,6166.72,Retail,6,Low Revenue
ORD01895,2025-09-17,East,Sneha,Grocery,Sugar,24,206.71,4961.04,Wholesale,9,Low Revenue
ORD01896,2025-06-08,South,Rahul,Grocery,Milk,45,103.84,4672.8,Wholesale,6,Low Revenue
ORD01897,2025-02-10,West,Divya,Grocery,Milk,31,104.2,3230.2,Retail,2,Low Revenue
ORD01898,2024-12-20,East,Priya,Clothing,Shoes,42,1888.2,79304.4,Retail,12,High Revenue
ORD01899,2024-06-19,West,Karthik,Clothing,Shoes,21,755.44,15864.24,Retail,6,Low Revenue
ORD01900,2025-03-29,East,Rahul,Clothing,Jacket,37,456.06,16874.22,Retail,3,Low Revenue
ORD01901,2024-10-27,South,Karthik,Grocery,Milk,32,1651.82,52858.24,Wholesale,10,High Revenue
ORD01902,2024-08-30,West,Amit,Furniture,Cabinet,41,1097.47,44996.27,Wholesale,8,Medium Revenue
ORD01903,2025-08-30,East,Karthik,Electronics,Laptop,22,1106.95,24352.9,Wholesale,8,Low Revenue
ORD01904,2024-12-16,North,Arjun,Grocery,Milk,50,731.23,36561.5,Retail,12,Medium Revenue
ORD01905,2024-06-26,West,Divya,Furniture,Chair,47,190.27,8942.69,Retail,6,Low Revenue
ORD01906,2024-04-20,South,Priya,Electronics,Tablet,8,1562.28,12498.24,Retail,4,Low Revenue
ORD01907,2024-01-01,West,Rahul,Electronics,Monitor,43,1484.69,63841.67,Wholesale,1,High Revenue
ORD01908,2024-11-03,South,Amit,Clothing,Jeans,14,177.77,2488.78,Retail,11,Low Revenue
ORD01909,2024-11-10,North,Rahul,Furniture,Cabinet,45,1997.7,89896.5,Wholesale,11,High Revenue
ORD01910,2024-03-11,North,Karthik,Grocery,Oil,38,1825.29,69361.02,Retail,3,High Revenue
ORD01911,2024-07-21,North,Divya,Clothing,Shirt,22,358.24,7881.28,Retail,7,Low Revenue
ORD01912,2025-02-15,North,Priya,Clothing,Jacket,47,1924.69,90460.43,Retail,2,High Revenue
ORD01913,2024-11-01,East,Sneha,Electronics,Monitor,47,1978.62,92995.14,Retail,11,High Revenue
ORD01914,2025-02-12,West,Sneha,Furniture,Table,22,444.96,9789.12,Retail,2,Low Revenue
ORD01915,2024-10-30,West,Karthik,Grocery,Oil,18,1339.47,24110.46,Retail,10,Low Revenue
ORD01916,2025-08-30,East,Rahul,Furniture,Cabinet,29,1862.72,54018.88,Wholesale,8,High Revenue
ORD01917,2024-09-27,West,Divya,Electronics,Laptop,34,1029.88,35015.92,Wholesale,9,Medium Revenue
ORD01918,2024-12-03,East,Amit,Clothing,Jacket,1,1893.95,1893.95,Wholesale,12,Low Revenue
ORD01919,2024-08-07,East,Sneha,Furniture,Cabinet,45,241.26,10856.7,Retail,8,Low Revenue
ORD01920,2025-03-30,West,Karthik,Electronics,Tablet,8,1724.05,13792.4,Wholesale,3,Low Revenue
ORD01921,2025-09-14,West,Arjun,Clothing,Shirt,14,1374.22,19239.08,Retail,9,Low Revenue
ORD01922,2025-01-04,East,Divya,Electronics,Monitor,23,956.72,22004.56,Wholesale,1,Low Revenue
ORD01923,2025-03-27,East,Amit,Clothing,Jeans,33,1506.22,49705.26,Wholesale,3,Medium Revenue
ORD01924,2024-08-23,East,Arjun,Electronics,Monitor,21,1198.34,25165.14,Retail,8,Low Revenue
ORD01925,2024-07-31,East,Rahul,Furniture,Table,20,651.7,13034.0,Retail,7,Low Revenue
ORD01926,2024-07-18,West,Arjun,Furniture,Desk,32,227.13,7268.16,Wholesale,7,Low Revenue
ORD01927,2024-01-13,East,Meena,Electronics,Laptop,45,1498.11,67414.95,Retail,1,High Revenue
ORD01928,2025-04-14,South,Rahul,Grocery,Sugar,12,729.1,8749.2,Retail,4,Low Revenue
ORD01929,2025-11-06,North,Sneha,Clothing,Jeans,32,1719.83,55034.56,Retail,11,High Revenue
ORD01930,2025-05-28,North,Amit,Electronics,Laptop,45,1492.69,67171.05,Wholesale,5,High Revenue
ORD01931,2025-07-25,South,Rahul,Furniture,Desk,50,228.87,11443.5,Retail,7,Low Revenue
ORD01932,2024-07-26,North,Rahul,Clothing,Jacket,24,1754.74,42113.76,Retail,7,Medium Revenue
ORD01933,2024-12-31,East,Rahul,Furniture,Cabinet,49,1121.31,54944.19,Wholesale,12,High Revenue
ORD01934,2024-02-02,South,Meena,Grocery,Milk,21,1094.38,22981.98,Wholesale,2,Low Revenue
ORD01935,2025-02-02,East,Arjun,Electronics,Tablet,33,1431.02,47223.66,Retail,2,Medium Revenue
ORD01936,2025-06-22,East,Sneha,Electronics,Phone,34,801.06,27236.04,Retail,6,Low Revenue
ORD01937,2024-01-04,North,Priya,Clothing,Jacket,11,1162.68,12789.48,Retail,1,Low Revenue
ORD01938,2025-10-11,South,Amit,Furniture,Cabinet,4,1508.42,6033.68,Retail,10,Low Revenue
ORD01939,2025-01-17,South,Rahul,Furniture,Cabinet,40,1046.1,41844.0,Retail,1,Medium Revenue
ORD01940,2024-01-22,East,Karthik,Grocery,Sugar,32,136.78,4376.96,Wholesale,1,Low Revenue
ORD01941,2025-10-31,South,Divya,Electronics,Tablet,22,1311.9,28861.8,Wholesale,10,Low Revenue
ORD01942,2024-10-23,North,Divya,Electronics,Laptop,6,1106.17,6637.02,Wholesale,10,Low Revenue
ORD01943,2025-01-17,East,Arjun,Clothing,Shoes,47,1084.16,50955.52,Wholesale,1,High Revenue
ORD01944,2025-12-27,South,Divya,Electronics,Tablet,3,349.42,1048.26,Retail,12,Low Revenue
ORD01945,2024-12-15,South,Amit,Grocery,Oil,43,1106.95,47598.85,Retail,12,Medium Revenue
ORD01946,2024-11-15,East,Sneha,Clothing,Shoes,49,1586.95,77760.55,Retail,11,High Revenue
ORD01947,2025-11-04,West,Amit,Grocery,Oil,11,1388.18,15269.98,Retail,11,Low Revenue
ORD01948,2024-06-05,North,Karthik,Furniture,Table,3,1384.63,4153.89,Wholesale,6,Low Revenue
ORD01949,2024-09-26,South,Divya,Electronics,Laptop,1,1719.2,1719.2,Retail,9,Low Revenue
ORD01950,2025-06-14,North,Meena,Clothing,Shirt,21,1058.77,22234.17,Wholesale,6,Low Revenue
ORD01951,2024-05-23,North,Priya,Clothing,Shoes,40,1663.42,66536.8,Retail,5,High Revenue
ORD01952,2024-11-23,East,Priya,Grocery,Rice,20,219.26,4385.2,Wholesale,11,Low Revenue
ORD01953,2024-08-18,West,Karthik,Electronics,Laptop,35,1869.17,65420.95,Retail,8,High Revenue
ORD01954,2024-10-22,West,Priya,Grocery,Oil,25,1618.94,40473.5,Retail,10,Medium Revenue
ORD01955,2024-02-06,South,Meena,Grocery,Milk,2,1792.03,3584.06,Wholesale,2,Low Revenue
ORD01956,2025-12-25,South,Rahul,Clothing,Jacket,37,1750.02,64750.74,Retail,12,High Revenue
ORD01957,2025-02-09,South,Priya,Clothing,Jacket,7,1356.03,9492.21,Retail,2,Low Revenue
ORD01958,2024-05-23,West,Amit,Furniture,Chair,33,1639.24,54094.92,Retail,5,High Revenue
ORD01959,2024-06-05,West,Sneha,Electronics,Tablet,41,346.75,14216.75,Wholesale,6,Low Revenue
ORD01960,2024-02-21,West,Meena,Grocery,Rice,34,326.83,11112.22,Wholesale,2,Low Revenue
ORD01961,2025-12-27,South,Amit,Furniture,Desk,31,1114.4,34546.4,Wholesale,12,Medium Revenue
ORD01962,2025-11-20,West,Meena,Grocery,Rice,27,1523.31,41129.37,Wholesale,11,Medium Revenue
ORD01963,2025-05-09,South,Karthik,Electronics,Phone,44,122.2,5376.8,Wholesale,5,Low Revenue
ORD01964,2024-09-19,North,Divya,Grocery,Milk,9,912.79,8215.11,Wholesale,9,Low Revenue
ORD01965,2024-08-29,South,Meena,Clothing,Shirt,13,245.64,3193.32,Retail,8,Low Revenue
ORD01966,2024-08-20,South,Sneha,Electronics,Laptop,33,1119.77,36952.41,Retail,8,Medium Revenue
ORD01967,2025-07-01,East,Priya,Clothing,Jacket,46,1248.55,57433.3,Retail,7,High Revenue
ORD01968,2024-01-25,North,Amit,Furniture,Table,12,918.87,11026.44,Retail,1,Low Revenue
ORD01969,2025-06-19,West,Meena,Electronics,Tablet,33,1306.73,43122.09,Wholesale,6,Medium Revenue
ORD01970,2025-01-24,West,Priya,Clothing,Shoes,25,1788.66,44716.5,Retail,1,Medium Revenue
ORD01971,2024-08-10,North,Divya,Electronics,Phone,9,1689.73,15207.57,Wholesale,8,Low Revenue
ORD01972,2024-01-20,West,Rahul,Furniture,Table,34,1657.75,56363.5,Wholesale,1,High Revenue
ORD01973,2025-01-30,North,Sneha,Clothing,Jeans,43,390.1,16774.3,Retail,1,Low Revenue
ORD01974,2024-06-09,West,Karthik,Grocery,Rice,13,301.06,3913.78,Wholesale,6,Low Revenue
ORD01975,2024-07-21,South,Amit,Grocery,Rice,1,1926.74,1926.74,Wholesale,7,Low Revenue
ORD01976,2025-04-25,West,Priya,Furniture,Chair,48,885.92,42524.16,Retail,4,Medium Revenue
ORD01977,2025-08-31,East,Sneha,Clothing,Jeans,14,580.66,8129.24,Wholesale,8,Low Revenue
ORD01978,2024-09-25,East,Sneha,Electronics,Tablet,38,1209.43,45958.34,Wholesale,9,Medium Revenue
ORD01979,2025-02-11,North,Priya,Clothing,Jacket,8,1033.46,8267.68,Retail,2,Low Revenue
ORD01980,2024-05-18,East,Sneha,Clothing,Shoes,43,522.74,22477.82,Retail,5,Low Revenue
ORD01981,2024-03-31,South,Meena,Clothing,Jeans,4,1174.15,4696.6,Retail,3,Low Revenue
ORD01982,2025-02-10,East,Meena,Electronics,Laptop,1,980.98,980.98,Wholesale,2,Low Revenue
ORD01983,2025-11-24,East,Priya,Clothing,Shoes,7,442.25,3095.75,Wholesale,11,Low Revenue
ORD01984,2024-07-05,West,Priya,Furniture,Table,47,751.1,35301.7,Wholesale,7,Medium Revenue
ORD01985,2025-08-19,East,Priya,Grocery,Oil,23,368.76,8481.48,Wholesale,8,Low Revenue
ORD01986,2025-02-02,West,Karthik,Clothing,Jeans,20,1504.76,30095.2,Retail,2,Medium Revenue
ORD01987,2024-07-17,South,Arjun,Electronics,Laptop,36,1106.66,39839.76,Wholesale,7,Medium Revenue
ORD01988,2025-09-30,West,Rahul,Furniture,Chair,38,1226.77,46617.26,Wholesale,9,Medium Revenue
ORD01989,2025-11-08,North,Divya,Grocery,Rice,47,1259.17,59180.99,Wholesale,11,High Revenue
ORD01990,2024-11-09,North,Priya,Electronics,Phone,5,1510.43,7552.15,Retail,11,Low Revenue
ORD01991,2024-01-19,East,Divya,Grocery,Milk,32,992.06,31745.92,Wholesale,1,Medium Revenue
ORD01992,2025-10-09,East,Sneha,Electronics,Tablet,13,574.8,7472.4,Wholesale,10,Low Revenue
ORD01993,2024-04-27,North,Meena,Electronics,Laptop,43,530.17,22797.31,Wholesale,4,Low Revenue
ORD01994,2025-07-14,North,Karthik,Electronics,Laptop,47,42.18,1982.46,Wholesale,7,Low Revenue
ORD01995,2024-05-06,East,Amit,Furniture,Desk,25,1427.93,35698.25,Wholesale,5,Medium Revenue
ORD01996,2024-06-24,South,Sneha,Furniture,Cabinet,12,987.99,11855.88,Retail,6,Low Revenue
ORD01997,2024-01-20,North,Sneha,Furniture,Table,22,956.54,21043.88,Wholesale,1,Low Revenue
ORD01998,2024-12-24,East,Amit,Clothing,Jeans,21,410.62,8623.02,Wholesale,12,Low Revenue
ORD01999,2025-09-19,North,Arjun,Electronics,Laptop,16,1500.73,24011.68,Wholesale,9,Low Revenue
ORD02000,2024-01-30,West,Meena,Furniture,Chair,24,1090.01,26160.24,Retail,1,Low Revenue
ORD02001,2025-03-01,South,Karthik,Furniture,Chair,48,1745.13,83766.24,Retail,3,High Revenue
ORD02002,2024-05-02,South,Divya,Electronics,Laptop,43,186.29,8010.47,Wholesale,5,Low Revenue
